ItemCode,Description,Unit,Quantity,UnitPrice,TotalPrice
ITEM0046,Construction work item ITEM0046,m2,135.21,118.81,16064.3
ITEM0047,Construction work item ITEM0047,hr,65.58,42.53,2789.12
ITEM0048,Construction work item ITEM0048,m,117.55,637.17,74899.33
ITEM0049,Construction work item ITEM0049,pcs,38.25,492.95,18855.34
ITEM0050,Construction work item ITEM0050,m2,177.97,879.35,156497.92
ITEM0051,Construction work item ITEM0051,pcs,201.41,606.51,122157.18
ITEM0052,Construction work item ITEM0052,pcs,179.26,837.94,150209.12
ITEM0053,Construction work item ITEM0053,m2,49.58,78.86,3909.88
ITEM0054,Construction work item ITEM0054,hr,14.9,841.58,12539.54
ITEM0055,Construction work item ITEM0055,kg,133.33,284.74,37964.38
ITEM0056,Construction work item ITEM0056,m,222.17,451.67,100347.52
ITEM0057,Construction work item ITEM0057,kg,189.99,10.94,2078.49
ITEM0058,Construction work item ITEM0058,m,213.16,210.5,44870.18
ITEM0059,Construction work item ITEM0059,hr,13.58,697.17,9467.57
ITEM0060,Construction work item ITEM0060,kg,170.81,875.94,149619.31
ITEM0061,Construction work item ITEM0061,m,177.19,555.2,98375.89
ITEM0062,Construction work item ITEM0062,kg,46.86,358.73,16810.09
ITEM0063,Construction work item ITEM0063,hr,169.76,196.25,33315.4
ITEM0064,Construction work item ITEM0064,pcs,134.32,451.34,60623.99
ITEM0065,Construction work item ITEM0065,m2,222.02,586.22,130152.56
ITEM0066,Construction work item ITEM0066,pcs,185.0,292.42,54097.7
ITEM0067,Construction work item ITEM0067,hr,205.98,288.47,59419.05
ITEM0068,Construction work item ITEM0068,m,112.02,341.55,38260.43
ITEM0069,Construction work item ITEM0069,kg,200.29,332.85,66666.53
ITEM0070,Construction work item ITEM0070,m,2.76,455.15,1256.21
ITEM0071,Construction work item ITEM0071,m,100.03,72.66,7268.18
ITEM0072,Construction work item ITEM0072,m2,155.29,751.24,116660.06
ITEM0073,Construction work item ITEM0073,kg,134.42,191.64,25760.25
ITEM0074,Construction work item ITEM0074,m,238.08,103.55,24653.18
ITEM0075,Construction work item ITEM0075,hr,53.21,157.09,8358.76
ITEM0076,Construction work item ITEM0076,kg,3.14,417.67,1311.48
ITEM0077,Construction work item ITEM0077,m2,217.0,456.46,99051.82
ITEM0078,Construction work item ITEM0078,m,225.84,645.54,145788.75
ITEM0079,Construction work item ITEM0079,pcs,98.84,19.4,1917.5
ITEM0080,Construction work item ITEM0080,pcs,74.29,617.39,45865.9
ITEM0081,Construction work item ITEM0081,hr,135.24,203.89,27574.08
ITEM0082,Construction work item ITEM0082,m2,191.7,528.25,101265.52
ITEM0083,Construction work item ITEM0083,m,35.41,286.24,10135.76
ITEM0084,Construction work item ITEM0084,m,232.31,567.7,131882.39
ITEM0085,Construction work item ITEM0085,pcs,69.57,199.85,13903.56
ITEM0086,Construction work item ITEM0086,hr,206.69,59.2,12236.05
ITEM0087,Construction work item ITEM0087,hr,143.86,366.21,52682.97
ITEM0088,Construction work item ITEM0088,kg,58.3,613.85,35787.46
ITEM0089,Construction work item ITEM0089,kg,4.56,174.94,797.73
ITEM0090,Construction work item ITEM0090,m2,126.91,355.91,45168.54
ITEM0091,Construction work item ITEM0091,m,59.67,516.81,30838.05
ITEM0092,Construction work item ITEM0092,hr,70.26,107.88,7579.65
ITEM0093,Construction work item ITEM0093,hr,78.74,539.58,42486.53
ITEM0094,Construction work item ITEM0094,m2,80.23,482.06,38675.67
ITEM0095,Construction work item ITEM0095,m2,236.55,894.1,211499.36
ITEM0096,Construction work item ITEM0096,m,23.27,654.58,15232.08
ITEM0097,Construction work item ITEM0097,kg,192.52,475.5,91543.26
ITEM0098,Construction work item ITEM0098,kg,59.55,365.56,21769.1
ITEM0099,Construction work item ITEM0099,pcs,67.29,884.6,59524.73
ITEM0100,Construction work item ITEM0100,m,35.95,656.87,23614.48
ITEM0101,Construction work item ITEM0101,m,77.93,889.44,69314.06
ITEM0102,Construction work item ITEM0102,kg,66.12,565.71,37404.75
ITEM0103,Construction work item ITEM0103,m2,32.52,107.22,3486.79
ITEM0104,Construction work item ITEM0104,m2,12.12,318.99,3866.16
ITEM0105,Construction work item ITEM0105,m,104.56,305.21,31912.76
ITEM0106,Construction work item ITEM0106,m,177.71,504.01,89567.62
ITEM0107,Construction work item ITEM0107,hr,245.16,858.56,210484.57
ITEM0108,Construction work item ITEM0108,m,96.91,411.17,39846.48
ITEM0109,Construction work item ITEM0109,hr,188.9,581.4,109826.46
ITEM0110,Construction work item ITEM0110,m2,242.13,677.6,164067.29
ITEM0111,Construction work item ITEM0111,hr,130.28,10.59,1379.67
ITEM0112,Construction work item ITEM0112,hr,43.35,393.22,17046.09
ITEM0113,Construction work item ITEM0113,hr,23.81,889.97,21190.19
ITEM0114,Construction work item ITEM0114,kg,99.06,92.6,9172.96
ITEM0115,Construction work item ITEM0115,m,128.58,580.76,74674.12
ITEM0116,Construction work item ITEM0116,kg,120.08,481.92,57868.95
ITEM0117,Construction work item ITEM0117,hr,91.15,698.67,63683.77
ITEM0118,Construction work item ITEM0118,pcs,52.16,155.83,8128.09
ITEM0119,Construction work item ITEM0119,pcs,155.41,549.22,85354.28
ITEM0120,Construction work item ITEM0120,kg,41.45,440.41,18254.99
ITEM0121,Construction work item ITEM0121,hr,137.1,720.95,98842.24
ITEM0122,Construction work item ITEM0122,pcs,17.67,882.47,15593.24
ITEM0123,Construction work item ITEM0123,pcs,107.8,341.16,36777.05
ITEM0124,Construction work item ITEM0124,hr,12.68,512.05,6492.79
ITEM0125,Construction work item ITEM0125,m,196.76,627.33,123433.45
ITEM0126,Construction work item ITEM0126,m2,244.36,432.34,105646.6
ITEM0127,Construction work item ITEM0127,m2,88.89,569.45,50618.41
ITEM0128,Construction work item ITEM0128,kg,163.93,821.72,134704.56
ITEM0129,Construction work item ITEM0129,kg,100.3,210.24,21087.07
ITEM0130,Construction work item ITEM0130,m,232.27,420.13,97583.6
ITEM0131,Construction work item ITEM0131,kg,205.0,246.95,50624.75
ITEM0132,Construction work item ITEM0132,kg,65.51,295.98,19389.65
ITEM0133,Construction work item ITEM0133,m2,115.11,347.23,39969.65
ITEM0134,Construction work item ITEM0134,m2,197.44,38.27,7556.03
ITEM0135,Construction work item ITEM0135,m2,242.25,342.51,82973.05
ITEM0136,Construction work item ITEM0136,kg,80.18,512.12,41061.78
ITEM0137,Construction work item ITEM0137,kg,93.99,870.96,81861.53
ITEM0138,Construction work item ITEM0138,pcs,51.98,805.72,41881.33
ITEM0139,Construction work item ITEM0139,m2,42.19,652.07,27510.83
ITEM0140,Construction work item ITEM0140,pcs,248.11,349.38,86684.67
ITEM0141,Construction work item ITEM0141,m,85.2,734.61,62588.77
ITEM0142,Construction work item ITEM0142,kg,148.2,252.5,37420.5
ITEM0143,Construction work item ITEM0143,pcs,37.39,767.54,28698.32
ITEM0144,Construction work item ITEM0144,m2,227.97,320.04,72959.52
ITEM0145,Construction work item ITEM0145,m,107.89,517.44,55826.6
ITEM0146,Construction work item ITEM0146,m,212.34,165.43,35127.41
ITEM0147,Construction work item ITEM0147,m,134.32,34.88,4685.08
ITEM0148,Construction work item ITEM0148,m2,11.85,599.91,7108.93
ITEM0149,Construction work item ITEM0149,pcs,118.61,658.07,78053.68
ITEM0150,Construction work item ITEM0150,m,248.19,665.39,165143.14
ITEM0151,Construction work item ITEM0151,kg,206.48,400.98,82794.35
ITEM0152,Construction work item ITEM0152,m,199.62,236.01,47112.32
ITEM0153,Construction work item ITEM0153,pcs,196.21,340.58,66825.2
ITEM0154,Construction work item ITEM0154,m,185.46,586.66,108801.96
ITEM0155,Construction work item ITEM0155,hr,210.65,251.64,53007.97
ITEM0156,Construction work item ITEM0156,m,188.34,571.75,107683.4
ITEM0157,Construction work item ITEM0157,pcs,222.57,688.77,153299.54
ITEM0158,Construction work item ITEM0158,m2,183.74,307.63,56523.94
ITEM0159,Construction work item ITEM0159,pcs,100.7,431.3,43431.91
ITEM0160,Construction work item ITEM0160,pcs,44.46,27.91,1240.88
ITEM0161,Construction work item ITEM0161,hr,249.49,893.97,223036.58
ITEM0162,Construction work item ITEM0162,hr,187.06,72.19,13503.86
ITEM0163,Construction work item ITEM0163,hr,98.29,721.87,70952.6
ITEM0164,Construction work item ITEM0164,pcs,236.47,367.84,86983.12
ITEM0165,Construction work item ITEM0165,kg,167.09,417.26,69719.97
ITEM0166,Construction work item ITEM0166,kg,225.64,162.36,36634.91
ITEM0167,Construction work item ITEM0167,kg,28.85,473.65,13664.8
ITEM0168,Construction work item ITEM0168,kg,82.19,382.5,31437.68
ITEM0169,Construction work item ITEM0169,m2,86.35,245.05,21160.07
ITEM0170,Construction work item ITEM0170,pcs,162.8,644.75,104965.3
ITEM0171,Construction work item ITEM0171,hr,82.9,157.75,13077.48
ITEM0172,Construction work item ITEM0172,hr,159.95,114.12,18253.49
ITEM0173,Construction work item ITEM0173,pcs,238.53,308.88,73677.15
ITEM0174,Construction work item ITEM0174,m,129.32,772.24,99866.08
ITEM0175,Construction work item ITEM0175,m,222.68,563.07,125384.43
ITEM0176,Construction work item ITEM0176,hr,15.28,527.97,8067.38
ITEM0177,Construction work item ITEM0177,pcs,225.1,825.3,185775.03
ITEM0178,Construction work item ITEM0178,m2,203.39,205.16,41727.49
ITEM0179,Construction work item ITEM0179,m2,163.42,203.97,33332.78
ITEM0180,Construction work item ITEM0180,hr,103.31,102.58,10597.54
ITEM0181,Construction work item ITEM0181,m,185.36,463.72,85955.14
ITEM0182,Construction work item ITEM0182,pcs,133.18,692.03,92164.56
ITEM0183,Construction work item ITEM0183,hr,51.67,380.97,19684.72
ITEM0184,Construction work item ITEM0184,kg,23.04,231.2,5326.85
ITEM0185,Construction work item ITEM0185,hr,19.45,610.6,11876.17
ITEM0186,Construction work item ITEM0186,m,28.67,634.96,18204.3
ITEM0187,Construction work item ITEM0187,pcs,92.0,162.59,14958.28
ITEM0188,Construction work item ITEM0188,m,35.95,361.67,13002.04
ITEM0189,Construction work item ITEM0189,pcs,185.51,290.24,53842.42
ITEM0190,Construction work item ITEM0190,hr,119.67,57.46,6876.24
ITEM0191,Construction work item ITEM0191,m,248.4,287.22,71345.45
ITEM0192,Construction work item ITEM0192,kg,79.55,319.45,25412.25
ITEM0193,Construction work item ITEM0193,m2,9.23,642.31,5928.52
ITEM0194,Construction work item ITEM0194,kg,235.68,437.35,103074.65
ITEM0195,Construction work item ITEM0195,kg,134.51,138.07,18571.8
ITEM0196,Construction work item ITEM0196,kg,44.99,214.77,9662.5
ITEM0197,Construction work item ITEM0197,kg,27.17,145.14,3943.45
ITEM0198,Construction work item ITEM0198,pcs,152.53,273.53,41721.53
ITEM0199,Construction work item ITEM0199,pcs,45.86,498.42,22857.54
ITEM0200,Construction work item ITEM0200,kg,87.41,440.19,38477.01
ITEM0201,Construction work item ITEM0201,m,160.68,238.56,38331.82
ITEM0202,Construction work item ITEM0202,m2,111.51,834.8,93088.55
ITEM0203,Construction work item ITEM0203,hr,202.69,504.21,102198.32
ITEM0204,Construction work item ITEM0204,m2,174.11,343.62,59827.68
ITEM0205,Construction work item ITEM0205,pcs,144.51,313.56,45312.56
ITEM0206,Construction work item ITEM0206,m,56.28,488.39,27486.59
ITEM0207,Construction work item ITEM0207,m2,43.21,260.45,11254.04
ITEM0208,Construction work item ITEM0208,m,18.64,726.25,13537.3
ITEM0209,Construction work item ITEM0209,kg,212.52,263.64,56028.77
ITEM0210,Construction work item ITEM0210,m2,82.63,200.82,16593.76
ITEM0211,Construction work item ITEM0211,pcs,178.14,401.31,71489.36
ITEM0212,Construction work item ITEM0212,m2,184.94,622.92,115202.82
ITEM0213,Construction work item ITEM0213,pcs,236.22,166.86,39415.67
ITEM0214,Construction work item ITEM0214,m,122.46,353.92,43341.04
ITEM0215,Construction work item ITEM0215,hr,188.3,404.17,76105.21
ITEM0216,Construction work item ITEM0216,kg,45.87,197.98,9081.34
ITEM0217,Construction work item ITEM0217,m,67.28,392.54,26410.09
ITEM0218,Construction work item ITEM0218,m2,230.35,748.13,172331.75
ITEM0219,Construction work item ITEM0219,hr,89.61,480.21,43031.62
ITEM0220,Construction work item ITEM0220,pcs,219.96,855.82,188246.17
ITEM0221,Construction work item ITEM0221,pcs,94.21,596.67,56212.28
ITEM0222,Construction work item ITEM0222,m,82.25,298.08,24517.08
ITEM0223,Construction work item ITEM0223,pcs,242.14,322.91,78189.43
ITEM0224,Construction work item ITEM0224,hr,59.98,774.37,46446.71
ITEM0225,Construction work item ITEM0225,kg,242.79,760.13,184551.96
ITEM0226,Construction work item ITEM0226,hr,183.29,125.07,22924.08
ITEM0227,Construction work item ITEM0227,hr,69.68,533.11,37147.1
ITEM0228,Construction work item ITEM0228,m2,64.23,377.85,24269.31
ITEM0229,Construction work item ITEM0229,pcs,56.52,365.41,20652.97
ITEM0230,Construction work item ITEM0230,m,228.9,173.12,39627.17
ITEM0231,Construction work item ITEM0231,pcs,119.62,802.01,95936.44
ITEM0232,Construction work item ITEM0232,hr,102.6,550.15,56445.39
ITEM0233,Construction work item ITEM0233,m,211.69,275.53,58326.95
ITEM0234,Construction work item ITEM0234,hr,118.2,591.56,69922.39
ITEM0235,Construction work item ITEM0235,pcs,80.14,749.73,60083.36
ITEM0236,Construction work item ITEM0236,hr,147.37,449.07,66179.45
ITEM0237,Construction work item ITEM0237,pcs,223.92,578.37,129508.61
ITEM0238,Construction work item ITEM0238,m2,36.45,767.52,27976.1
ITEM0239,Construction work item ITEM0239,m,48.62,876.33,42607.16
ITEM0240,Construction work item ITEM0240,m,101.75,809.97,82414.45
ITEM0241,Construction work item ITEM0241,kg,97.93,760.61,74486.54
ITEM0242,Construction work item ITEM0242,m,210.82,399.92,84311.13
ITEM0243,Construction work item ITEM0243,m2,213.27,140.39,29940.98
ITEM0244,Construction work item ITEM0244,kg,42.51,478.0,20319.78
ITEM0245,Construction work item ITEM0245,hr,225.92,505.42,114184.49
ITEM0246,Construction work item ITEM0246,pcs,208.69,728.1,151947.19
ITEM0247,Construction work item ITEM0247,hr,17.59,802.03,14107.71
ITEM0248,Construction work item ITEM0248,pcs,223.06,897.57,200211.96
ITEM0249,Construction work item ITEM0249,pcs,108.1,94.02,10163.56
ITEM0250,Construction work item ITEM0250,m2,2.2,263.88,580.54
ITEM0251,Construction work item ITEM0251,m2,85.06,400.42,34059.73
ITEM0252,Construction work item ITEM0252,kg,150.11,245.62,36870.02
ITEM0253,Construction work item ITEM0253,m2,206.78,132.85,27470.72
ITEM0254,Construction work item ITEM0254,m2,200.84,91.82,18441.13
ITEM0255,Construction work item ITEM0255,pcs,217.92,692.05,150811.54
ITEM0256,Construction work item ITEM0256,m2,228.38,630.42,143975.32
ITEM0257,Construction work item ITEM0257,hr,32.62,349.15,11389.27
ITEM0258,Construction work item ITEM0258,hr,106.19,577.06,61278.0
ITEM0259,Construction work item ITEM0259,hr,64.59,262.67,16965.86
ITEM0260,Construction work item ITEM0260,kg,60.82,556.51,33846.94
ITEM0261,Construction work item ITEM0261,pcs,215.52,455.21,98106.86
ITEM0262,Construction work item ITEM0262,hr,136.56,77.58,10594.32
ITEM0263,Construction work item ITEM0263,m2,16.62,554.39,9213.96
ITEM0264,Construction work item ITEM0264,hr,226.77,541.24,122736.99
ITEM0265,Construction work item ITEM0265,pcs,217.41,173.19,37653.24
ITEM0266,Construction work item ITEM0266,m2,22.27,143.61,3198.19
ITEM0267,Construction work item ITEM0267,hr,51.06,188.92,9646.26
ITEM0268,Construction work item ITEM0268,pcs,226.29,842.06,190549.76
ITEM0269,Construction work item ITEM0269,kg,162.61,406.0,66019.66
ITEM0270,Construction work item ITEM0270,hr,226.86,609.16,138194.04
ITEM0271,Construction work item ITEM0271,pcs,46.06,674.74,31078.52
ITEM0272,Construction work item ITEM0272,hr,241.03,831.76,200479.11
ITEM0273,Construction work item ITEM0273,m,92.51,246.72,22824.07
ITEM0274,Construction work item ITEM0274,kg,172.37,324.27,55894.42
ITEM0275,Construction work item ITEM0275,m,231.79,72.63,16834.91
ITEM0276,Construction work item ITEM0276,hr,47.43,149.91,7110.23
ITEM0277,Construction work item ITEM0277,m2,99.97,196.89,19683.09
ITEM0278,Construction work item ITEM0278,hr,247.56,811.08,200790.96
ITEM0279,Construction work item ITEM0279,m,75.99,633.37,48129.79
ITEM0280,Construction work item ITEM0280,m,159.63,123.8,19762.19
ITEM0281,Construction work item ITEM0281,kg,123.59,844.21,104335.91
ITEM0282,Construction work item ITEM0282,kg,108.87,71.93,7831.02
ITEM0283,Construction work item ITEM0283,hr,163.89,532.34,87245.2
ITEM0284,Construction work item ITEM0284,m,51.8,633.08,32793.54
ITEM0285,Construction work item ITEM0285,m,19.21,36.07,692.9
ITEM0286,Construction work item ITEM0286,kg,184.34,361.59,66655.5
ITEM0287,Construction work item ITEM0287,pcs,28.17,490.58,13819.64
ITEM0288,Construction work item ITEM0288,pcs,33.89,581.45,19705.34
ITEM0289,Construction work item ITEM0289,kg,174.54,409.02,71390.35
ITEM0290,Construction work item ITEM0290,pcs,177.87,359.98,64029.64
ITEM0291,Construction work item ITEM0291,m2,240.47,690.96,166155.15
ITEM0292,Construction work item ITEM0292,kg,186.24,735.7,137016.77
ITEM0293,Construction work item ITEM0293,pcs,211.59,523.12,110686.96
ITEM0294,Construction work item ITEM0294,pcs,241.34,764.82,184581.66
ITEM0295,Construction work item ITEM0295,m2,82.64,52.65,4351.0
ITEM0296,Construction work item ITEM0296,kg,72.63,457.19,33205.71
ITEM0297,Construction work item ITEM0297,kg,100.13,229.74,23003.87
ITEM0298,Construction work item ITEM0298,m,159.87,818.9,130917.54
ITEM0299,Construction work item ITEM0299,m2,109.81,47.0,5161.07
ITEM0300,Construction work item ITEM0300,m2,154.25,170.06,26231.76
ITEM0301,Construction work item ITEM0301,m2,23.61,833.28,19673.74
ITEM0302,Construction work item ITEM0302,m2,150.72,430.51,64886.47
ITEM0303,Construction work item ITEM0303,m2,120.94,220.51,26668.48
ITEM0304,Construction work item ITEM0304,pcs,142.1,26.78,3805.44
ITEM0305,Construction work item ITEM0305,hr,239.05,273.78,65447.11
ITEM0306,Construction work item ITEM0306,m,19.37,147.77,2862.3
ITEM0307,Construction work item ITEM0307,m,142.53,149.8,21350.99
ITEM0308,Construction work item ITEM0308,m,31.99,879.89,28147.68
ITEM0309,Construction work item ITEM0309,hr,240.95,671.2,161725.64
ITEM0310,Construction work item ITEM0310,m2,172.22,246.78,42500.45
ITEM0311,Construction work item ITEM0311,hr,162.72,274.53,44671.52
ITEM0312,Construction work item ITEM0312,pcs,95.21,311.5,29657.91
ITEM0313,Construction work item ITEM0313,m,44.39,741.98,32936.49
ITEM0314,Construction work item ITEM0314,pcs,76.14,35.99,2740.28
ITEM0315,Construction work item ITEM0315,hr,76.28,301.06,22964.86
ITEM0316,Construction work item ITEM0316,hr,119.53,403.73,48257.85
ITEM0317,Construction work item ITEM0317,kg,176.87,688.12,121707.78
ITEM0318,Construction work item ITEM0318,m,238.42,525.71,125339.78
ITEM0319,Construction work item ITEM0319,kg,214.94,727.81,156435.48
ITEM0320,Construction work item ITEM0320,hr,107.77,727.47,78399.44
ITEM0321,Construction work item ITEM0321,hr,111.36,449.88,50098.64
ITEM0322,Construction work item ITEM0322,hr,75.02,779.0,58440.58
ITEM0323,Construction work item ITEM0323,pcs,46.02,653.16,30058.42
ITEM0324,Construction work item ITEM0324,kg,218.0,633.08,138011.44
ITEM0325,Construction work item ITEM0325,hr,102.67,763.63,78401.89
ITEM0326,Construction work item ITEM0326,kg,139.17,117.27,16320.47
ITEM0327,Construction work item ITEM0327,m2,26.2,358.92,9403.7
ITEM0328,Construction work item ITEM0328,m2,247.6,365.58,90517.61
ITEM0329,Construction work item ITEM0329,m2,213.99,830.2,177654.5
ITEM0330,Construction work item ITEM0330,pcs,209.81,715.28,150072.9
ITEM0331,Construction work item ITEM0331,hr,108.87,469.51,51115.55
ITEM0332,Construction work item ITEM0332,m2,95.78,175.1,16771.08
ITEM0333,Construction work item ITEM0333,pcs,15.7,389.34,6112.64
ITEM0334,Construction work item ITEM0334,hr,47.62,589.81,28086.75
ITEM0335,Construction work item ITEM0335,m2,159.56,879.41,140318.66
ITEM0336,Construction work item ITEM0336,m2,155.86,855.43,133327.32
ITEM0337,Construction work item ITEM0337,kg,191.68,747.22,143227.13
ITEM0338,Construction work item ITEM0338,m,97.39,856.54,83418.43
ITEM0339,Construction work item ITEM0339,kg,5.8,192.73,1117.83
ITEM0340,Construction work item ITEM0340,hr,128.99,294.02,37925.64
ITEM0341,Construction work item ITEM0341,kg,66.44,805.42,53512.1
ITEM0342,Construction work item ITEM0342,m,116.91,61.03,7135.02
ITEM0343,Construction work item ITEM0343,m,134.92,870.46,117442.46
ITEM0344,Construction work item ITEM0344,m2,102.65,549.24,56379.49
ITEM0345,Construction work item ITEM0345,m,65.28,636.91,41577.48
ITEM0346,Construction work item ITEM0346,pcs,161.31,621.7,100286.43
ITEM0347,Construction work item ITEM0347,m,2.77,474.61,1314.67
ITEM0348,Construction work item ITEM0348,kg,55.39,204.47,11325.59
ITEM0349,Construction work item ITEM0349,hr,37.48,90.75,3401.31
ITEM0350,Construction work item ITEM0350,pcs,237.76,756.64,179898.73
ITEM0351,Construction work item ITEM0351,pcs,146.71,474.3,69584.55
ITEM0352,Construction work item ITEM0352,pcs,20.73,411.52,8530.81
ITEM0353,Construction work item ITEM0353,m2,246.84,100.6,24832.1
ITEM0354,Construction work item ITEM0354,kg,182.25,871.22,158779.84
ITEM0355,Construction work item ITEM0355,pcs,164.74,138.05,22742.36
ITEM0356,Construction work item ITEM0356,m,35.34,522.97,18481.76
ITEM0357,Construction work item ITEM0357,pcs,123.62,804.98,99511.63
ITEM0358,Construction work item ITEM0358,kg,202.99,114.01,23142.89
ITEM0359,Construction work item ITEM0359,m,184.86,296.32,54777.72
ITEM0360,Construction work item ITEM0360,pcs,180.53,763.59,137850.9
ITEM0361,Construction work item ITEM0361,hr,238.31,95.03,22646.6
ITEM0362,Construction work item ITEM0362,hr,153.1,374.98,57409.44
ITEM0363,Construction work item ITEM0363,kg,198.67,85.79,17043.9
ITEM0364,Construction work item ITEM0364,kg,99.11,865.77,85806.46
ITEM0365,Construction work item ITEM0365,m,187.27,563.22,105474.21
ITEM0366,Construction work item ITEM0366,m2,29.07,834.93,24271.42
ITEM0367,Construction work item ITEM0367,kg,31.78,12.55,398.84
ITEM0368,Construction work item ITEM0368,m,7.59,644.28,4890.09
ITEM0369,Construction work item ITEM0369,m,179.27,876.28,157090.72
ITEM0370,Construction work item ITEM0370,m2,218.74,759.67,166170.22
ITEM0371,Construction work item ITEM0371,kg,146.59,288.31,42263.36
ITEM0372,Construction work item ITEM0372,m2,85.81,515.37,44223.9
ITEM0373,Construction work item ITEM0373,m,225.23,443.25,99833.2
ITEM0374,Construction work item ITEM0374,kg,113.4,490.9,55668.06
ITEM0375,Construction work item ITEM0375,kg,153.76,339.38,52183.07
ITEM0376,Construction work item ITEM0376,hr,120.98,227.09,27473.35
ITEM0377,Construction work item ITEM0377,hr,203.76,803.35,163690.6
ITEM0378,Construction work item ITEM0378,m,120.81,670.39,80989.82
ITEM0379,Construction work item ITEM0379,kg,30.41,261.7,7958.3
ITEM0380,Construction work item ITEM0380,m2,203.66,780.47,158950.52
ITEM0381,Construction work item ITEM0381,m2,129.3,380.53,49202.53
ITEM0382,Construction work item ITEM0382,hr,235.37,342.76,80675.42
ITEM0383,Construction work item ITEM0383,m,46.65,212.06,9892.6
ITEM0384,Construction work item ITEM0384,hr,32.16,60.38,1941.82
ITEM0385,Construction work item ITEM0385,kg,245.94,26.38,6487.9
ITEM0386,Construction work item ITEM0386,m,168.23,427.86,71978.89
ITEM0387,Construction work item ITEM0387,pcs,18.32,591.01,10827.3
ITEM0388,Construction work item ITEM0388,pcs,19.96,670.94,13391.96
ITEM0389,Construction work item ITEM0389,kg,27.71,100.95,2797.32
ITEM0390,Construction work item ITEM0390,hr,50.22,321.84,16162.8
ITEM0391,Construction work item ITEM0391,m2,56.27,764.8,43035.3
ITEM0392,Construction work item ITEM0392,hr,245.69,163.83,40251.39
ITEM0393,Construction work item ITEM0393,pcs,240.06,894.74,214791.28
ITEM0394,Construction work item ITEM0394,m2,112.27,791.9,88906.61
ITEM0395,Construction work item ITEM0395,kg,188.03,455.38,85625.1
ITEM0396,Construction work item ITEM0396,m,185.54,788.38,146276.03
ITEM0397,Construction work item ITEM0397,hr,18.18,292.4,5315.83
ITEM0398,Construction work item ITEM0398,hr,18.83,711.4,13395.66
